country,year,energy_balance,energy_balance_label,level1,level2,value,include_in_demand_view,demand_group,plot_family,level,parent_code_guess,parent_label_guess,notes
EU27_2020,2024,FC_OTH_CP_NE,Final consumption - other sectors - commercial and public services - non-energy use,,,0,TRUE,final_consumption,commercial_public,4,FC_OTH_NE,Final consumption - other sectors - non-energy use,
EU27_2020,2024,FC_OTH_FISH_E,Final consumption - other sectors - fishing - energy use,,,811.397,TRUE,final_consumption,agriculture_forestry_fishing,4,FC_OTH_E,Final consumption - other sectors - energy use,
EU27_2020,2024,FC_OTH_FISH_NE,Final consumption - other sectors - fishing - non-energy use,,,0,TRUE,final_consumption,agriculture_forestry_fishing,4,FC_OTH_NE,Final consumption - other sectors - non-energy use,
EU27_2020,2024,FC_OTH_HH_E,Final consumption - other sectors - households - energy use,,fce_household,3123884.949,TRUE,final_consumption,households,4,FC_OTH_E,Final consumption - other sectors - energy use,
EU27_2020,2024,FC_OTH_HH_NE,Final consumption - other sectors - households - non-energy use,,,0,TRUE,final_consumption,households,4,FC_OTH_NE,Final consumption - other sectors - non-energy use,
EU27_2020,2024,FC_OTH_NSP_E,Final consumption - other sectors - not elsewhere specified - energy use,,,5103.24,TRUE,final_consumption,other_sectors,4,FC_OTH_E,Final consumption - other sectors - energy use,
EU27_2020,2024,FC_OTH_NSP_NE,Final consumption - other sectors - not elsewhere specified - non-energy use,,,0,TRUE,final_consumption,other_sectors,4,FC_OTH_NE,Final consumption - other sectors - non-energy use,
EU27_2020,2024,FC_TRA_NSP_E,Final consumption - transport sector - not elsewhere specified - energy use,,,1552.949,TRUE,final_consumption,transport,4,FC_TRA_E,Final consumption - transport sector - energy use,
EU27_2020,2024,FC_TRA_NSP_NE,Final consumption - transport sector - not elsewhere specified - non-energy use,,,0,TRUE,final_consumption,transport,4,FC_TRA_NE,Final consumption - transport sector - non-energy use,
EU27_2020,2024,FC_TRA_PIPE_E,Final consumption - transport sector - pipeline transport - energy use,,,38608.544,TRUE,final_consumption,transport,4,FC_TRA_E,Final consumption - transport sector - energy use,
EU27_2020,2024,FC_TRA_PIPE_NE,Final consumption - transport sector - pipeline transport - non-energy use,,,0,TRUE,final_consumption,transport,4,FC_TRA_NE,Final consumption - transport sector - non-energy use,
EU27_2020,2024,FC_TRA_ROAD_E,Final consumption - transport sector - road - energy use,,,108627.976,TRUE,final_consumption,transport,4,FC_TRA_E,Final consumption - transport sector - energy use,
EU27_2020,2024,FC_TRA_ROAD_NE,Final consumption - transport sector - road - non-energy use,,,0,TRUE,final_consumption,transport,4,FC_TRA_NE,Final consumption - transport sector - non-energy use,
EU27_2020,2024,FC_OTH_A_E,Final consumption - other sectors - agriculture - energy use,,,146910.739,TRUE,final_consumption,agriculture_forestry_fishing,5,FC_OTH_AF_E,Final consumption - other sectors - agriculture and forestry - energy use,
EU27_2020,2024,FC_OTH_A_NE,Final consumption - other sectors - agriculture - non-energy use,,,0,TRUE,final_consumption,agriculture_forestry_fishing,5,FC_OTH_AF_NE,Final consumption - other sectors - agriculture and forestry - non-energy use,
EU27_2020,2024,FC_OTH_F_E,Final consumption - other sectors - forestry - energy use,,,692.533,TRUE,final_consumption,agriculture_forestry_fishing,5,FC_OTH_AF_E,Final consumption - other sectors - agriculture and forestry - energy use,
EU27_2020,2024,FC_OTH_F_NE,Final consumption - other sectors - forestry - non-energy use,,,0,TRUE,final_consumption,agriculture_forestry_fishing,5,FC_OTH_AF_NE,Final consumption - other sectors - agriculture and forestry - non-energy use,
EU27_2020,2024,TI_E,Transformation input - energy use,transformation_input,,4096778.722,TRUE,transformation_input,other_transformation,1,ID,Inland demand,
EU27_2020,2024,TI_BF_E,Transformation input - blast furnaces - energy use,,ti_other,2300,TRUE,transformation_input,other_transformation,2,TI_E,Transformation input - energy use,
EU27_2020,2024,TI_CO_E,Transformation input - coke ovens - energy use,,ti_other,0,TRUE,transformation_input,other_transformation,2,TI_E,Transformation input - energy use,
EU27_2020,2024,TI_EHG_APCHP_E,Transformation input - electricity and heat generation - autoproducer combined heat and power - energy use,,ti_chp,717409.794,TRUE,transformation_input,power_and_heat_generation,2,TI_E,Transformation input - energy use,
EU27_2020,2024,TI_EHG_APE_E,Transformation input - electricity and heat generation - autoproducer electricity only - energy use,,ti_electricity,90746.096,TRUE,transformation_input,power_and_heat_generation,2,TI_E,Transformation input - energy use,
EU27_2020,2024,TI_EHG_APH_E,Transformation input - electricity and heat generation - autoproducer heat only - energy use,,ti_heat,19398.451,TRUE,transformation_input,power_and_heat_generation,2,TI_E,Transformation input - energy use,
EU27_2020,2024,TI_EHG_MAPCHP_E,Transformation input - electricity and heat generation - main activity producer combined heat and power - energy use,,ti_chp,1352524.844,TRUE,transformation_input,power_and_heat_generation,2,TI_E,Transformation input - energy use,
EU27_2020,2024,TI_EHG_MAPE_E,Transformation input - electricity and heat generation - main activity producer electricity only - energy use,,ti_electricity,1381457.409,TRUE,transformation_input,power_and_heat_generation,2,TI_E,Transformation input - energy use,
EU27_2020,2024,TI_EHG_MAPH_E,Transformation input - electricity and heat generation - main activity producer heat only - energy use,,ti_heat,275524.946,TRUE,transformation_input,power_and_heat_generation,2,TI_E,Transformation input - energy use,
EU27_2020,2024,TI_GTL_E,Transformation input - gas-to-liquids plants - energy use,,ti_other,0,TRUE,transformation_input,other_transformation,2,TI_E,Transformation input - energy use,
EU27_2020,2024,TI_GTL_GTL_E,Transformation input - gas-to-liquids plants - GTL technology - energy use,,ti_other,0,TRUE,transformation_input,other_transformation,2,TI_E,Transformation input - energy use,
EU27_2020,2024,TI_GW_E,Transformation input - gas works - energy use,,ti_other,0,TRUE,transformation_input,other_transformation,2,TI_E,Transformation input - energy use,
EU27_2020,2024,TI_HYDP_E,Transformation input - hydrogen production - energy use,,ti_other,227793.885,TRUE,transformation_input,other_transformation,2,TI_E,Transformation input - energy use,
EU27_2020,2024,TI_NSP_E,Transformation input - not elsewhere specified - energy use,,ti_other,29623.297,TRUE,transformation_input,other_transformation,2,TI_E,Transformation input - energy use,
EU27_2020,2024,NRG_E,Energy sector - energy use,direct_energy_sector,direct_energy_sector,381636.095,TRUE,energy_sector_own_use,energy_sector_own_use,1,ID,Inland demand,
EU27_2020,2024,NRG_BF_E,Energy sector - blast furnaces - energy use,,,3023.893,TRUE,energy_sector_own_use,energy_sector_own_use,2,NRG_E,Energy sector - energy use,
EU27_2020,2024,NRG_CM_E,Energy sector - coal mines - energy use,,,235.387,TRUE,energy_sector_own_use,energy_sector_own_use,2,NRG_E,Energy sector - energy use,
EU27_2020,2024,NRG_CO_E,Energy sector - coke ovens - energy use,,,220.878,TRUE,energy_sector_own_use,energy_sector_own_use,2,NRG_E,Energy sector - energy use,
EU27_2020,2024,NRG_EHG_E,Energy sector - electricity and heat generation - energy use,,,5877.68,TRUE,energy_sector_own_use,energy_sector_own_use,2,NRG_E,Energy sector - energy use,
EU27_2020,2024,NRG_GTL_E,Energy sector - gas-to-liquids plants - energy use,,,0,TRUE,energy_sector_own_use,energy_sector_own_use,2,NRG_E,Energy sector - energy use,
EU27_2020,2024,NRG_GTL_GTL_E,Energy sector - gas-to-liquids plants - GTL technology - energy use,,,0,TRUE,energy_sector_own_use,energy_sector_own_use,2,NRG_E,Energy sector - energy use,
EU27_2020,2024,NRG_GW_E,Energy sector - gas works - energy use,,,0,TRUE,energy_sector_own_use,energy_sector_own_use,2,NRG_E,Energy sector - energy use,
EU27_2020,2024,NRG_LNG_E,Energy sector - liquefaction and regasification plants (LNG) - energy use,,,9508.997,TRUE,energy_sector_own_use,energy_sector_own_use,2,NRG_E,Energy sector - energy use,
EU27_2020,2024,NRG_NSP_E,Energy sector - not elsewhere specified - energy use,,,15421.484,TRUE,energy_sector_own_use,energy_sector_own_use,2,NRG_E,Energy sector - energy use,
EU27_2020,2024,NRG_OIL_NG_E,Energy sector - oil and natural gas extraction plants - energy use,,,92556.147,TRUE,energy_sector_own_use,energy_sector_own_use,2,NRG_E,Energy sector - energy use,
EU27_2020,2024,NRG_PLG_E,"Energy sector - production, liquefaction, gasification - energy use",,,13325.603,TRUE,energy_sector_own_use,energy_sector_own_use,2,NRG_E,Energy sector - energy use,
EU27_2020,2024,NRG_PR_E,Energy sector - petroleum refineries (oil refineries) - energy use,,,241466.027,TRUE,energy_sector_own_use,energy_sector_own_use,2,NRG_E,Energy sector - energy use,
EU27_2020,2024,TRANSL_DL,Transmission and distribution losses,losses,losses,46523.904,TRUE,network_losses,losses,1,ID,Inland demand,
EU27_2020,2024,DL,Distribution losses,,,26676.101,TRUE,network_losses,losses,2,TRANSL_DL,Transmission and distribution losses,
EU27_2020,2024,TRANSL,Transmission losses,,,13524.485,TRUE,network_losses,losses,2,TRANSL_DL,Transmission and distribution losses,
EU27_2020,2024,DL_NT,Distribution losses - non-technical,,,0,TRUE,network_losses,losses,3,DL,Distribution losses,
EU27_2020,2024,FLARE,Flared,,,2331.31,TRUE,venting_and_flaring,venting_and_flaring,1,ID,Inland demand,Leakage/disposal item rather than end-use demand; keep only if showing non-consumed gas uses.
EU27_2020,2024,VENT,Vented,,,183.646,TRUE,venting_and_flaring,venting_and_flaring,1,ID,Inland demand,Leakage/disposal item rather than end-use demand; keep only if showing non-consumed gas uses.
EU27_2020,2024,INTMARB,International maritime bunkers,,,49481.332,TRUE,bunkers,bunkers,1,ID,Inland demand,Useful as a separate memorandum item; often excluded from inland final demand charts.
EU27_2020,2024,EXP,Exports,,,1994716.801,FALSE,exclude_supply_or_balance,excluded,0,,,Supply-side or balancing item; excluded from demand-focused tree.
EU27_2020,2024,IMP,Imports,,,12831093.81,FALSE,exclude_supply_or_balance,excluded,0,,,Supply-side or balancing item; excluded from demand-focused tree.
EU27_2020,2024,IPRD,Indigenous production,,,1301170.519,FALSE,exclude_supply_or_balance,excluded,0,,,Supply-side or balancing item; excluded from demand-focused tree.
EU27_2020,2024,IPRD_AG,Indigenous production - associated gas,,,96074.91,FALSE,exclude_supply_or_balance,excluded,0,,,Supply-side or balancing item; excluded from demand-focused tree.
EU27_2020,2024,IPRD_CG,Indigenous production - colliery gas,,,15436.984,FALSE,exclude_supply_or_balance,excluded,0,,,Supply-side or balancing item; excluded from demand-focused tree.
EU27_2020,2024,IPRD_NAG,Indigenous production - non-associated gas,,,1189658.725,FALSE,exclude_supply_or_balance,excluded,0,,,Supply-side or balancing item; excluded from demand-focused tree.
EU27_2020,2024,STATDIFF,Statistical differences,,,-76038.61,FALSE,exclude_supply_or_balance,excluded,0,,,Supply-side or balancing item; excluded from demand-focused tree.
EU27_2020,2024,STK_CHG,Change in stock,,,610151.343,FALSE,exclude_supply_or_balance,excluded,0,,,Supply-side or balancing item; excluded from demand-focused tree.
EU27_2020,2024,STK_CHG_CG,Change in stock - cushion gas,,,2141.63,FALSE,exclude_supply_or_balance,excluded,0,,,Supply-side or balancing item; excluded from demand-focused tree.
EU27_2020,2024,TOS,Transfer from other sources,,,149693.318,FALSE,exclude_supply_or_balance,excluded,0,,,Supply-side or balancing item; excluded from demand-focused tree.
EU27_2020,2024,TOS_COAL,Transfer from other sources - coal,,,0,FALSE,exclude_supply_or_balance,excluded,0,,,Supply-side or balancing item; excluded from demand-focused tree.
EU27_2020,2024,TOS_HYD,Transfer from other sources - hydrogen,,,0,FALSE,exclude_supply_or_balance,excluded,0,,,Supply-side or balancing item; excluded from demand-focused tree.
EU27_2020,2024,TOS_OIL,Transfer from other sources - oil,,,1572.173,FALSE,exclude_supply_or_balance,excluded,0,,,Supply-side or balancing item; excluded from demand-focused tree.
EU27_2020,2024,TOS_REN,Transfer from other sources - renewables,,,148122.79,FALSE,exclude_supply_or_balance,excluded,0,,,Supply-side or balancing item; excluded from demand-focused tree.
